Time,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyro roll rate,Gyro pitch rate,Gyro yaw rate,Longitude,Latitude,Ultrasonic (inches),Ultrasonic (cm)
5/2/2024 12:36,-0.51,0.05,3.7,0.75,-7.33,-1.53,30.148569,-1.935718,0,1
5/2/2024 12:36,-0.94,-0.22,4.45,4.87,62.17,-1.45,30.148733,-1.935601,7,18
5/2/2024 12:36,-1.79,-0.1,4.93,-4.21,58.37,4.34,30.148956,-1.935497,7,18
5/2/2024 12:36,-1.88,-0.11,4.77,-8.03,83.6,7.04,30.149216,-1.935425,7,18
5/2/2024 12:36,-1.19,-0.77,5.07,0,51.18,-1.34,30.149492,-1.935374,0,1
5/2/2024 12:37,-1.43,-0.8,6.79,-16.98,59.22,1.22,30.149799,-1.935332,0,1
5/2/2024 12:37,-1.06,0.15,0.67,-11.85,93.16,10.12,30.150015,-1.935305,7,19
5/2/2024 12:37,-0.99,-0.37,2.29,-3.37,16.18,-8.98,30.150339,-1.935271,7,17
5/2/2024 12:37,-0.53,-1.13,6.43,13.44,-58.27,-11.89,30.150688,-1.935233,7,19
5/2/2024 12:37,-1.21,-0.67,5.31,5.89,1.51,0.72,30.151041,-1.935189,0,1
5/2/2024 12:37,-1.57,-0.56,3.2,25.54,-39.94,-3.4,30.151276,-1.935159,0,1
5/2/2024 12:37,-1.3,-0.26,3.66,4.15,-19.53,2.24,30.151625,-1.935109,7,20
5/2/2024 12:37,-1.94,-0.88,5.34,17.19,-76.81,-1.91,30.151981,-1.935071,7,18
5/2/2024 12:37,-2.61,-0.16,4.58,-18.23,131.48,18.58,30.152351,-1.935023,7,18
5/2/2024 12:37,-2.6,-0.25,2.64,6.47,70.67,-32.44,30.152748,-1.934985,0,1
5/2/2024 12:37,0.25,-0.29,2.39,5.53,-8.87,0.18,30.153021,-1.934961,0,1
5/2/2024 12:37,-1.09,0.27,2.07,4.03,2.14,3.21,30.153429,-1.93491,6,17
5/2/2024 12:37,-3.41,-0.13,3.8,15.48,-48.08,-7.02,30.15386,-1.934858,7,18
